CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX
C11805,2529.016337,1,1040.74,1,28
C11806,306.90901,1,2768.93,1,23
C11807,14.203161,0.454545,117,0.333333,4
C11808,3387.93956,1,391.14,1,15
C11809,26.247988,0.090909,0,0,0
C11810,3961.649658,1,2280,1,12
C11811,121.388989,0.545455,783.83,0.416667,7
C11813,354.527499,1,3751.42,1,62
C11814,912.36003,1,10709.17,1,49
C11815,5337.987139,1,2545.37,1,21
C11816,4210.323012,1,1210.31,1,52
C11817,890.275144,0.545455,435.14,0.166667,7
C11818,1740.169093,1,276.72,1,15
C11819,5383.084424,1,9736.61,1,135
C11820,4603.402061,1,0,0,0
C11821,18.150347,0.454545,119.8,0.333333,4
C11822,2833.613641,1,1387.52,1,20
C11823,1547.714145,1,2476.31,1,82
C11824,144.346693,1,1976.32,1,28
C11825,1377.812538,1,14300.98,1,55
C11826,926.341558,0.909091,45.65,0.083333,1
C11827,10822.05811,1,4850.35,1,208
C11828,1238.932482,1,280.09,0.916667,12
C11829,5681.962807,1,523.19,0.666667,8
C11830,1269.019947,0.818182,445.46,1,13
C11831,1592.48626,1,1449.48,1,19
C11832,9502.256762,1,2776.09,0.916667,36
C11833,57.416262,1,685,1,12
C11834,2303.956234,0.888889,0,0,0
C11835,2286.9003,0.909091,4536.48,1,37
C11836,1058.369265,1,0,0,0
C11837,4803.122987,1,0,0,0
C11838,6836.552992,1,0,0,0
C11839,3.122949,0.545455,0,0,0
C11840,1053.639683,1,1027.01,0.583333,8
C11841,11734.26656,1,1528.12,1,38
C11842,80.55139,0.909091,2132.7,1,38
C11843,1308.786637,1,0,0,0
C11844,6224.464489,1,4439.11,0.833333,59
C11845,874.203747,1,232.8,0.25,5
C11846,1329.443468,1,0,0,0
C11847,4372.395867,1,569.91,0.272727,5
C11848,4473.439581,1,656.2,1,12
C11849,1127.607606,1,0,0,0
C11850,1194.651852,1,322.29,0.916667,13
C11851,291.991838,1,2971.56,0.916667,31
C11852,2929.747983,1,376.04,0.5,8
C11853,16.005542,0.272727,151.33,0.166667,3
C11854,6937.806466,1,339.75,0.25,3
C11855,7888.028118,1,0,0,0
C11856,1020.292184,1,1788.1,0.833333,22
C11857,4751.924842,1,1394.93,1,37
C11858,2270.955171,1,25.26,0.083333,1
C11859,2377.759245,1,0,0,0
C11860,1473.902933,1,0,0,0
C11861,6853.020124,1,0,0,0
C11862,1527.644591,1,0,0,0
C11863,1611.475175,1,807.72,1,36
C11864,344.591662,0.363636,519,0.083333,1
C11865,2021.641161,1,363.18,1,13
C11866,102.228073,1,1074.29,1,21
C11867,1407.26415,0.909091,151.64,0.090909,1
C11868,2158.419812,1,154.53,0.375,8
C11869,1492.433396,1,99.75,0.083333,3
C11870,5193.661885,1,0,0,0
C11871,1885.547591,1,0,0,0
C11872,54.842927,1,105,0.083333,1
C11873,2125.107734,1,663.04,0.75,24
C11874,102.832194,1,1067.85,1,21
C11875,1628.609633,1,1340.83,0.666667,28
C11876,1733.68291,1,100,0.083333,1
C11877,9303.557117,1,6133.01,1,115
C11878,3541.960207,1,0,0,0
C11879,1.420316,0.090909,0,0,0
C11880,2447.783112,1,431.96,0.583333,9
C11881,94.280326,1,846.06,1,21
C11882,1628.591333,1,361,0.833333,20
C11883,396.667584,1,2559.41,0.5,8
C11884,5036.762745,1,3393.73,1,71
C11885,248.243958,0.272727,0,0,0
C11886,109.417101,1,1219.85,1,23
C11887,4624.411724,1,2537.67,0.916667,39
C11888,491.605909,0.909091,747.55,0.818182,9
C11889,5329.815675,1,674.85,0.666667,24
C11890,10.486808,0.363636,241.27,0.083333,1
C11892,4402.354047,1,0,0,0
C11893,7283.579076,1,209.07,0.083333,1
C11894,30.859227,0.545455,415.04,0.5,6
C11895,112.87035,0.818182,918.6,0.75,17
C11896,7390.19856,1,612.1,0.666667,25
C11897,1274.142457,1,5219.95,1,66
C11898,644.112226,0.454545,638.61,0.583333,12
C11899,91.231825,0.636364,736.91,0.583333,8
C11900,915.717703,1,55.49,0.416667,7
C11901,1216.594927,1,878.64,0.75,20
C11902,5941.271179,1,279.36,0.666667,16
C11903,3817.693096,1,4974.27,1,33
C11904,0,0,369.36,1,12
C11905,1276.941373,1,2196.54,1,44
C11906,8099.879299,1,2352,1,50
C11907,86.694598,0.5,0,0,0
C11908,78.910866,0.909091,828.14,0.416667,9
C11909,52.776167,1,508.94,1,12
C11910,109.140973,1,319.62,0.666667,13
C11911,2586.533933,1,400,0.083333,1
C11912,6668.440979,1,5596.11,1,110
C11913,2539.279598,1,820.42,0.666667,19
C11914,2154.354852,1,104,0.090909,1
C11915,2720.959921,1,66.49,0.166667,3
C11916,693.643988,1,358.91,1,39
C11917,3414.780266,1,0,0,0
C11918,3478.070041,1,2465.92,1,41
C11919,6378.276044,1,0,0,0
C11920,33.07464,0.909091,286.4,0.5,6
C11921,366.68899,1,653.21,1,30
C11922,245.17692,1,2481.64,1,41
C11924,786.483086,1,226.9,0.833333,25
C11925,7.03142,0.454545,502.33,0.416667,5
C11926,4379.015578,1,996.64,0.916667,27
C11927,167.757298,1,320.72,0.916667,20
C11928,1199.555426,0.5,0,0,0
C11929,5774.207136,1,2102.51,0.916667,37
C11930,41.461969,0.272727,550.08,0.25,4
C11931,1383.161918,1,0,0,0
C11932,2572.878701,1,3975,0.416667,5
C11933,177.556406,0.818182,2228.35,0.75,29
C11934,538.995587,1,0,0,0
C11935,92.816307,1,345.66,0.75,10
C11936,1247.423771,1,0,0,0
C11937,911.298036,1,954.15,0.833333,12
C11938,98.427228,1,389.24,0.666667,11
C11939,989.993863,0.909091,0,0,0
C11940,69.352136,1,636.15,0.833333,16
C11941,12.029327,0.272727,581.21,0.333333,11
C11942,1265.781431,1,1585.79,1,22
C11943,3682.768495,1,1194.15,1,52
C11944,210.993146,0.818182,90.51,0.083333,1
C11945,3171.17541,1,109.16,0.083333,1
C11946,311.121985,1,744.09,1,19
C11947,3310.573808,1,717.14,0.5,7
C11948,408.948673,0.272727,0,0,0
C11949,131.342635,0.636364,1160.65,0.5,8
C11950,365.005559,1,421.04,0.333333,6
C11951,26.599993,0.545455,329.38,0.333333,7
C11952,1117.461472,1,0,0,0
C11953,26.216029,0.545455,615.16,0.833333,44
C11954,1106.697298,1,1260.13,0.2,3
C11955,2205.471982,1,3278.42,1,147
C11956,1722.910058,1,45.45,0.083333,2
C11957,1672.969871,1,0,0,0
C11958,1333.896193,1,233.31,1,7
C11959,1329.826951,1,1304.96,0.25,7
C11960,117.063942,0.909091,1035.05,0.75,10
C11961,559.151424,1,94,0.25,3
C11962,10.160744,0.636364,82.04,0.5,6
C11963,5206.452425,1,0,0,0
C11964,2623.967336,1,3005.89,0.916667,40
C11965,2297.324675,1,4474.43,0.916667,44
C11966,7248.040967,1,0,0,0
C11967,1917.977989,1,0,0,0
C11968,206.376314,1,1886.21,1,65
C11969,5283.566994,1,202.31,0.333333,5
C11970,102.055178,0.727273,999.19,0.583333,16
C11971,3360.689054,1,794.1,0.833333,10
C11972,1046.787477,1,517.08,0.75,13
C11973,869.091492,1,438.22,0.416667,6
C11974,5292.905315,1,5539.68,1,273
C11975,1856.325339,0.818182,670.5,0.545455,9
C11976,127.240494,1,760.36,1,17
C11977,2282.814895,1,1522.72,1,38
C11978,859.07875,1,0,0,0
C11979,5403.208353,1,1085.85,0.5,19
C11980,1941.539209,1,1366.74,1,20
C11981,5418.305735,1,0,0,0
C11982,11955.30817,1,0,0,0
C11983,1224.513636,1,529.34,0.833333,17
C11984,817.793943,1,478.28,0.545455,7
C11985,4382.112084,1,294.75,0.75,11
C11986,9264.786223,1,0,0,0
C11987,6512.478876,1,98,0.125,1
C11988,31.941802,1,417.96,1,13
C11989,30.863497,0.818182,143.36,0.666667,8
C11990,1469.720674,1,0,0,0
C11991,332.888212,1,419.56,1,26
C11992,2421.943818,1,612,0.916667,14
C11993,2200.566765,1,296.4,1,12
C11994,1719.310566,1,0,0,0
C11995,2247.126627,0.5,0,0,0
C11996,1663.967468,1,0,0,0
C11997,1402.776239,1,0,0,0
C11998,9459.138771,1,878.11,1,16
C11999,4626.278301,1,0,0,0
C12000,113.703142,0.363636,0,0,0
C12001,168.539199,1,176.73,0.333333,4
C12002,662.022698,0.875,280,0.125,1
C12004,1302.78269,1,45.65,0.083333,1
C12005,517.118528,0.5,280.24,0.125,2
C12006,5598.864288,1,7194.53,1,69
C12007,6537.800686,1,1885.94,0.916667,29
C12008,1308.302091,1,918.67,0.583333,22
C12009,1009.062757,1,702.4,1,28
C12010,8.286935,0.727273,125,0.833333,10
C12011,151.006318,1,1455.97,0.916667,39
C12012,2062.665478,1,518.17,1,35
C12013,3666.676179,1,0,0,0
C12014,1764.908055,0.727273,0,0,0
C12015,2919.796228,1,217.9,1,25
C12016,1925.094714,1,5189.51,1,102
C12017,5291.221238,1,2090.47,0.5,21
C12018,107.13002,1,15.4,0.083333,1
C12019,124.285688,1,662.4,1,23
C12020,6727.539699,1,711.72,1,23
C12021,3007.470055,1,102.48,0.583333,28
C12022,5715.854635,1,2173.99,0.666667,33
C12023,274.038592,1,286.19,0.416667,7
C12024,3476.603507,1,9683.28,0.75,15
C12025,1075.825135,1,32,0.083333,1
C12026,760.925748,1,360,1,9
C12027,51.427334,1,486.01,0.833333,13
C12028,1093.946163,1,0,0,0
C12029,1630.620638,1,0,0,0
C12030,78.090426,1,243.48,1,12
C12031,3196.409012,1,2083.25,0.75,22
C12032,447.648987,0.363636,17.8,0.083333,1
C12033,34.356451,0.545455,266.25,0.454545,5
C12034,1497.145968,0.875,0,0,0
C12035,2156.616367,1,1695,0.333333,10
C12036,2023.72438,1,1103.86,1,34
C12037,1454.551875,0.545455,0,0,0
C12038,107.801738,1,922.64,1,16
C12039,4333.59727,1,333.08,0.416667,7
C12040,49.869884,1,363.52,0.833333,11
C12041,0.001289,0.181818,96.12,0.833333,10
C12042,360.774263,1,2437.8,1,30
C12043,2675.418129,1,55,0.083333,1
C12044,2004.298844,1,1500,0.083333,1
C12045,216.685655,0.545455,921.18,0.25,9
C12046,7119.163663,1,1370.21,1,18
C12047,2720.458647,1,0,0,0
C12048,113.122729,1,987.23,1,17
C12049,610.678403,0.909091,3724.25,1,39
C12050,2097.470969,1,0,0,0
C12051,8435.192572,1,0,0,0
C12052,1046.273731,1,420.89,1,13
C12053,1590.712709,1,674.57,0.75,11
C12054,1513.075264,1,15704.04,1,185
C12055,1683.116573,1,98,0.083333,1
C12056,2097.603234,1,963.21,1,11
C12057,1060.422892,0.818182,161.5,0.166667,3
C12058,3.03124,0.272727,37.65,0.083333,1
C12059,163.950974,0.777778,1014.21,0.777778,20
C12060,2926.920514,1,1823.5,1,23
C12061,1502.44469,1,0,0,0
C12062,74.825456,1,293.5,0.666667,11
C12063,398.341908,0.272727,0,0,0
C12064,9355.739389,1,0,0,0
C12065,1644.496393,1,0,0,0
C12066,8084.624525,1,0,0,0
C12067,1418.215497,1,1003.95,0.583333,15
C12068,828.596569,1,1115,0.083333,1
C12069,4232.350593,1,32.35,0.083333,1
C12070,1184.588701,1,704.4,1,21
C12071,3168.902659,0.857143,0,0,0
C12072,497.726827,1,1234.5,0.583333,14
C12073,868.734126,1,463.01,0.416667,11
C12074,996.619846,0.727273,581.8,0.25,3
C12075,498.761608,1,1159.15,1,28
C12076,2551.023341,1,485.6,0.333333,7
C12077,1899.219514,1,0,0,0
C12078,5919.198579,1,9321.13,1,171
C12079,1780.299975,1,1907.96,1,36
C12080,133.926073,0.272727,246.75,0.416667,5
C12081,2567.090886,1,1875.54,1,52
C12082,2522.043371,1,0,0,0
C12083,7333.442833,1,320.8,0.833333,10
C12084,763.992973,1,245,0.666667,10
C12085,1193.434312,1,689.4,1,12
C12086,1204.102388,1,1658.81,1,49
C12087,595.655746,1,6562.24,1,114
C12088,3006.594256,1,9362.96,1,103
C12089,3.307286,0.181818,60,0.083333,1
C12090,53.697916,1,114.49,0.083333,1
C12091,2583.717108,1,1497.02,0.75,14
C12092,311.341555,0.909091,3721.39,0.5,26
C12093,556.43723,0.636364,403.3,0.666667,14
C12094,876.577775,1,1029.94,1,18
C12095,1666.224023,1,720.48,0.833333,15
C12096,101.176482,1,807.66,0.916667,11
C12097,5408.754166,1,1207.24,0.166667,18
C12098,1050.085007,1,0,0,0
C12099,3811.587156,1,0,0,0
C12100,1672.813954,1,299.83,1,21
C12101,7105.801894,1,0,0,0
C12102,2316.11093,0.625,86.1,0.125,1
C12103,2377.742667,1,2527.04,1,92
C12104,1178.90161,1,150,0.416667,5
C12105,1007.362008,1,469.92,1,12
C12107,1035.853615,1,69,0.083333,1
C12108,1709.693956,1,2,0.083333,1
C12109,2744.473705,1,529,0.166667,5
C12110,4784.708882,1,5848.99,1,119
C12111,193.207812,1,1937.7,1,30
C12112,4612.935167,0.9,158.2,0.3,3
C12113,1294.25883,1,0,0,0
C12114,3462.47534,0.909091,0,0,0
C12115,7842.784061,1,5930.99,1,168
C12116,8.258214,0.545455,92.46,0.5,6
C12117,3474.972612,1,324.18,0.333333,6
C12118,2928.480007,1,5747.76,1,81
C12119,3433.295973,1,4342.07,0.833333,20
C12120,913.520763,0.363636,0,0,0
C12121,1262.645703,1,329.9,0.333333,6
C12122,4196.43487,1,90.01,0.166667,3
C12124,1051.484848,1,3805.44,1,24
C12125,44.525353,0.142857,554.16,0.142857,3
C12127,137.775633,1,0,0,0
C12128,2550.025268,0.857143,0,0,0
C12129,2828.765822,1,19.98,0.083333,2
C12130,1452.469721,1,205.89,0.25,3
C12131,2796.379188,1,44.7,0.285714,2
C12132,1414.878106,1,98.08,0.166667,3
C12133,137.636267,1,1567.25,1,232
C12134,482.799015,0.818182,4240.41,0.333333,4
C12135,291.510745,1,698.91,1,38
C12136,4955.580535,1,0,0,0
C12137,876.366489,1,4537.12,1,56
C12138,3250.621234,1,247.31,0.583333,7
C12139,8.048086,0.272727,55.5,0.166667,2
C12140,788.9737,1,4574.79,1,46
C12141,1364.528932,0.818182,0.01,0.090909,1
C12142,25.35204,1,355.16,1,12
C12143,2986.422406,1,5132.08,1,66
C12144,1389.583627,1,712.87,0.083333,1
C12145,8636.950854,1,972.09,1,26
C12146,7698.663007,1,673.15,0.833333,14
C12147,1998.339616,1,2238,0.75,22
C12148,2048.573881,1,3111.44,1,50
C12149,463.512203,1,0,0,0
C12150,1109.911791,1,3150,1,14
C12151,1073.42481,1,57,0.25,3
C12152,3386.490883,1,560.98,1,20
C12153,1681.16287,0.454545,1138.85,0.416667,5
C12154,10599.4423,1,4029.24,1,102
C12155,840.50105,1,0,0,0
C12156,7506.908599,1,465.36,0.25,4
C12157,231.983056,0.571429,0,0,0
C12158,4811.886042,1,4911.41,0.75,63
C12159,981.098292,1,180,1,12
C12160,120.220573,1,1348.08,1,50
C12161,2598.580674,1,4767.11,1,95
C12162,164.377503,0.9,0,0,0
C12163,634.521032,0.666667,0,0,0
C12164,1134.648238,1,143.12,0.1,1
C12165,26.325409,0.636364,266.71,0.416667,5
C12166,1756.078137,1,0,0,0
C12167,3214.530319,1,0,0,0
C12168,41.936627,0.545455,717.92,0.5,10
C12169,1346.309166,1,652.13,0.5,10
C12170,329.388289,1,72.84,0.083333,1
C12171,2537.892884,1,0,0,0
C12172,3287.231954,1,0,0,0
C12173,84.067421,1,852.26,1,20
C12174,1721.232782,1,0,0,0
C12175,231.995439,1,2310.21,1,67
C12176,430.282584,1,888.85,1,27
C12177,1956.295501,1,0,0,0
C12178,916.200655,1,1827.62,0.833333,34
C12179,699.586726,1,796.11,0.083333,1
C12180,4478.312669,1,2461.9,0.166667,13
C12181,740.826233,1,2055.13,1,74
C12182,120.984184,1,1122.17,1,29
C12183,1477.102808,1,0,0,0
C12184,1301.800738,1,0,0,0
C12185,1222.164025,1,0,0,0
C12186,4059.059276,1,0,0,0
C12187,1189.665497,0.909091,0,0,0
C12188,1220.359151,1,568.3,0.833333,10
C12189,1167.863521,1,94.7,0.166667,2
C12190,2508.405988,1,875.05,1,29
C12191,208.362536,1,2252.77,1,30
C12192,33.528505,0.818182,477.5,0.583333,17
C12194,478.834962,1,1060.99,0.166667,4
C12195,132.730466,0.909091,739.98,0.5,6
C12196,312.636004,1,3866.29,1,95
C12197,2235.729892,1,83,0.333333,4
C12198,7021.942957,1,0,0,0
C12199,309.150506,1,3157.86,1,31
C12200,273.247883,1,60,0.083333,1
C12201,31.296491,1,84,1,12
C12202,374.552852,1,279,0.333333,4
C12203,146.756706,1,1664.95,1,55
C12204,422.723099,0.727273,344.86,0.25,4
C12205,1571.382204,1,1849.26,1,19
C12206,2696.774474,1,0,0,0
C12207,3932.482783,1,1674.11,1,43
C12208,349.086448,0.818182,2569.94,0.363636,8
C12209,12.281874,0.1,153.11,0.2,2
C12210,6460.838794,1,6814.47,1,15
C12211,139.449391,0.727273,843.03,0.583333,7
C12212,1777.440238,1,78.47,0.5,7
C12213,805.520824,1,4019.28,0.833333,19
C12214,713.959917,1,542.96,0.833333,13
C12215,1784.421367,0.818182,0,0,0
C12216,1441.679257,1,0,0,0
C12217,226.03038,1,435.08,0.916667,15
C12218,13.036611,0.818182,197,0.5,6
C12219,4223.867789,1,2514.74,1,53
C12220,5067.576984,1,714.68,1,14
C12221,62.788771,1,802.1,0.916667,21
C12222,3188.47034,1,0,0,0
C12223,2737.420448,1,0,0,0
C12224,1502.926021,1,2635.9,1,54
C12225,951.061932,1,1699.87,1,31
C12226,10905.05381,1,431.93,0.583333,21
C12227,68.20838,0.272727,780,0.166667,2
C12228,1297.153644,1,839.14,0.833333,16
C12229,121.024256,1,1850.23,1,18
C12230,1003.704494,0.818182,50,0.083333,1
C12231,1094.300448,1,1967.86,1,140
C12232,1467.162166,1,1313.26,1,28
C12233,1649.276603,1,0,0,0
C12234,2660.420641,1,0,0,0
C12235,44.204396,0.636364,504,1,20
C12236,379.767959,1,493.5,0.25,3
C12237,7.066111,0.181818,133.16,0.166667,2
C12238,1051.215365,0.909091,0,0,0
C12239,447.941813,1,1907.2,0.833333,10
C12240,1089.528456,1,0,0,0
C12241,1432.326731,0.625,0,0,0
C12242,97.000375,1,552.09,1,13
C12243,5.016768,0.909091,284.13,0.916667,11
C12244,238.962984,1,2402.64,1,48
C12246,0,0,174.12,1,12
C12247,4550.397004,1,548,0.25,7
C12248,2005.414367,1,0,0,0
C12249,2494.774127,1,250,0.083333,1
C12250,4623.886448,1,883.94,1,15
C12251,1945.906455,1,1650.52,1,21
C12252,2598.802288,1,0,0,0
C12253,3086.75297,1,1015.91,0.916667,23
C12254,46.461265,0.545455,237.99,0.166667,2
C12255,390.55064,1,1261.99,0.5,16
C12256,250.060059,1,2405.97,1,36
C12257,5570.18253,1,0,0,0
C12258,2113.287399,1,0,0,0
C12260,1205.191816,1,0,0,0
C12261,2586.357487,1,0,0,0
C12262,1543.194492,1,160,0.083333,1
C12263,3677.471434,1,1,0.083333,1
C12264,203.024867,0.818182,542.94,0.416667,8
C12265,5926.837633,0.818182,0,0,0
C12266,1479.020821,1,958.73,0.916667,30
C12267,532.805392,1,59.4,0.083333,1
C12268,36.023577,0.181818,273.8,0.083333,1
C12269,3084.618021,1,0,0,0
C12270,52.575297,0.727273,282.62,0.416667,5
C12271,1166.500558,1,73.8,0.333333,4
C12272,1781.739723,1,2289.92,0.75,37
C12273,2882.954391,1,3591.81,1,74
C12274,4068.162699,1,3387.47,1,86
C12275,5432.113514,1,793.1,0.583333,13
C12276,24.463674,0.818182,254.37,0.75,10
C12277,202.996947,1,2338.83,0.916667,42
C12278,28.924276,1,324.6,1,12
C12279,7764.210895,1,90,0.083333,1
C12280,1219.914858,1,0,0,0
C12281,9226.107838,1,2217.94,1,16
C12282,689.697644,1,22.68,0.083333,1
C12283,4158.137668,1,8.4,1,12
C12284,5995.793488,1,0,0,0
C12285,131.260514,0.5,1109.91,0.5,21
C12286,288.978275,0.909091,2555.91,1,20
C12287,331.686553,1,2289.42,1,37
C12288,1504.334228,0.909091,565,0.25,3
C12289,1928.971964,1,2061.55,1,30
C12291,391.385478,1,0,0.333333,0
C12292,684.658511,1,184.68,1,12
C12293,5.120644,0.2,55.55,0.1,1
C12294,1685.020731,1,0,0,0
C12295,313.87913,1,2746.84,1,59
C12296,619.974954,1,1219.39,0.666667,8
C12297,1380.728565,1,0,0,0
C12298,40.343354,0.5,318.79,0.2,2
C12299,147.838347,1,0,0,0
C12300,69.141919,1,872.94,0.916667,24
C12301,0.672519,0.090909,388.54,0.416667,5
C12302,4677.021295,1,1798.66,0.916667,36
C12303,33.31938,0.818182,279.56,0.666667,8
C12304,1748.310383,1,0,0,0
C12305,931.674532,1,2417.91,0.583333,21
C12306,1475.871356,1,826.77,1,18
C12307,992.424289,1,0,0,0
C12308,105.642966,0.818182,916.46,0.583333,12
C12309,1156.813935,1,251.38,0.909091,12
C12310,3797.995726,1,0,0,0
C12311,107.452196,1,1196.35,1,37
C12312,4181.216991,1,1443.33,0.083333,1
C12313,162.94835,0.545455,400,0.083333,1
C12314,2382.328208,1,899.58,1,34
C12315,55.707056,1,1224.99,1,26
C12316,902.491328,1,0,0,0
C12317,1599.306976,1,112.57,0.25,3
C12318,970.322769,1,0,0,0
C12319,5815.890916,1,1245.33,0.5,18
C12320,1738.377115,1,140.2,1,12
C12321,21.311946,0.727273,3618.19,1,40
C12322,462.916347,1,270.97,0.333333,7
C12323,1281.276331,1,792.14,0.916667,18
C12324,632.807858,1,453.91,0.583333,8
C12325,2463.60548,1,654,1,17
C12326,1236.635476,1,540,0.818182,9
C12327,1563.48528,1,1910.13,1,35
C12329,6877.284986,1,687.97,0.416667,11
C12330,598.423093,1,5835.57,1,53
C12331,955.415962,1,1060,0.111111,1
C12332,847.191896,1,11507.4,1,148
C12333,44.174721,1,290,0.75,9
C12334,7820.331303,1,80,0.083333,1
C12335,937.276757,1,45.65,0.083333,1
C12336,776.255666,1,6842.23,1,112
C12337,815.832195,0.5,211.22,0.6,6
C12338,4939.64603,1,470.54,0.75,14
C12339,1053.59473,1,1450,0.125,1
C12340,1877.424948,1,170.07,0.166667,2
C12341,8.928211,0.727273,105.78,0.416667,6
C12342,2139.919711,1,330.89,0.5,7
C12343,137.909416,1,897.42,0.916667,27
C12344,1301.549278,1,0,0,0
C12345,287.140554,0.636364,316.78,0.75,15
C12346,26.621291,0.363636,426.83,0.416667,5
C12347,6887.915143,1,4340.42,1,59
C12348,740.382347,1,1672.35,0.666667,15
C12349,2719.526277,1,448.07,0.25,7
C12350,9.75539,0.909091,219.37,1,12
C12351,1689.319684,1,724.83,0.583333,7
C12352,62.053779,0.636364,29.6,0.083333,1
C12353,1417.474456,1,144.49,0.416667,6
C12354,1613.321542,1,252,0.166667,3
C12355,392.194003,1,788.14,0.166667,2
C12356,936.041324,1,1141.24,0.666667,12
C12357,527.761784,1,2702.57,1,32
C12358,1283.402142,1,1286.34,1,35
C12359,5355.922523,1,2469.28,0.916667,33
C12360,15.236618,0.272727,161.5,0.166667,1
C12361,153.003135,1,96.2,0.833333,10
C12362,248.200613,1,2329.12,1,31
C12363,1466.91925,1,0,0,0
C12364,1777.056105,1,1083.12,1,24
C12365,475.171266,0.727273,1155.4,0.083333,1
C12366,1117.683394,0.909091,45.65,0.090909,1
C12367,6891.424677,1,4399.07,1,80
C12368,14.68344,0.363636,67.44,0.083333,1
C12369,1475.973063,1,181.63,0.916667,13
C12370,986.583117,0.727273,0,0,0
C12371,955.41412,1,0,0,0
C12372,447.808002,1,1593.29,1,36
C12373,3304.423662,1,0,0,0
C12374,1135.629139,1,398.64,1,12
C12375,933.150722,0.727273,0,0,0
C12376,1055.369866,0.545455,0,0,0
C12377,5897.491823,1,0,0,0
C12378,0,0,176.03,0.125,1
C12381,21.377711,0.636364,312.1,0.583333,7
C12382,4920.036231,1,1562.43,1,42
C12383,4071.792166,1,1721.66,1,27
C12384,1138.534442,1,8665.38,1,104
C12385,1158.67621,0.909091,1036.68,0.916667,22
C12386,2093.844656,1,0,0,0
C12387,299.464702,1,1439.49,1,31
C12388,21.928045,0.909091,190.45,0.166667,2
C12389,657.223335,0.857143,1151.91,0.714286,13
C12390,74.34204,1,724.52,1,13
C12391,2664.700424,1,715.51,0.75,11
C12392,900.482738,1,0,0,0
C12393,1146.202492,1,0,0,0
C12394,9.72453,0.272727,158.34,0.333333,4
C12395,3037.608728,1,173.48,0.166667,3
C12396,25.184241,0.181818,0,0,0
C12397,1100.941072,1,117.32,0.25,3
C12398,64.078171,0.909091,1049,1,14
C12399,1.059425,0.363636,23.91,0.333333,4
C12400,1095.041551,1,1132.36,1,43
C12401,234.700486,1,82,0.083333,2
C12402,7156.345546,1,0,0,0
C12403,1435.703308,1,664.61,0.666667,15
C12404,325.024091,1,2251.62,0.916667,20
C12405,4395.237251,1,2514.3,1,32
C12406,25.379719,0.571429,179,0.857143,6
C12407,400.69973,1,3108.01,1,16
C12408,3044.269636,1,93.31,0.083333,1
C12409,435.905875,0.454545,2877.09,1,51
C12410,5257.807308,1,2331.68,0.75,34
C12411,3860.238072,1,11.41,0.166667,2
C12412,1514.750841,1,3873.5,1,50
C12413,6509.334652,1,538.51,0.333333,4
C12414,3338.863375,1,775,0.583333,8
C12415,3281.958491,1,398.08,0.416667,9
C12416,5932.367808,1,0,0,0
C12417,994.367302,0.857143,0,0,0
C12418,5925.120611,1,1763.89,1,195
C12419,162.54754,0.909091,405.61,0.916667,23
C12420,1070.486185,1,818.64,1,24
C12421,4059.211725,1,0,0,0
C12422,8356.277203,1,983.24,0.166667,4
C12423,929.115076,1,611.71,0.5,11
C12424,2159.370933,1,627.23,0.75,17
C12425,4523.499003,1,0,0,0
C12426,753.703481,1,0,0,0
C12427,3778.609797,1,878.29,0.583333,13
C12428,947.457151,1,1787.83,1,61
C12429,606.323282,1,299.9,0.25,3
C12430,73.379518,1,875.38,1,16
C12431,516.49276,1,380,0.333333,6
C12432,906.107168,1,2354.06,1,51
C12433,2220.063789,1,2530.12,1,85
C12434,15532.33972,1,1168.75,0.916667,11
C12435,205.123752,1,2066.08,1,41
C12436,788.257316,1,9113.78,1,128
C12437,1073.370435,0.818182,824.77,0.666667,25
C12438,1381.753281,1,0,0,0
C12439,405.162601,0.545455,0,0,0
C12440,372.924756,0.909091,462.7,0.5,7
C12441,55.681483,1,462.99,0.833333,12
C12442,2092.855291,1,1624.05,0.5,13
C12443,556.912886,1,0,0,0
C12444,6.121105,0.571429,233.9,0.428571,5
C12445,19.112841,1,504.2,1,20
C12446,7803.470739,1,7184.73,1,78
C12447,5274.508501,1,324.96,1,12
C12448,1887.061349,1,0,0,0
C12449,152.227891,1,946,0.75,18
C12450,1193.351573,0.875,0,0,0
C12451,2544.036536,1,0,0,0
C12452,63.064197,1,1176.93,1,23
C12453,3.29042,0.181818,225.6,1,12
C12454,182.959331,1,847.88,0.666667,11
C12455,5082.971064,1,1893.89,1,27
C12456,2817.403474,1,1878.54,0.5,14
C12457,320.35306,1,2542.61,1,27
C12458,2801.239086,0.909091,0,0,0
C12459,126.289657,0.909091,366.68,0.333333,4
C12460,7985.621826,1,123.24,0.166667,2
C12461,1084.131331,1,803.22,1,21
C12462,5520.201751,1,0,0,0
C12463,109.594389,1,177,0.083333,1
C12464,2416.771489,1,4201.13,1,82
C12465,5701.848812,1,1126.68,0.833333,20
C12466,2866.054641,1,0,0,0
C12467,1352.301367,1,263.04,0.083333,1
C12468,495.069704,1,2610.3,1,34
C12469,1299.93337,1,0,0,0
C12470,3020.900667,1,0,0,0
C12471,608.752081,1,5446.88,0.916667,45
C12472,4587.892398,1,140.6,0.083333,2
C12473,4005.344926,1,9134.26,1,65
C12474,534.75165,0.545455,3044.6,0.166667,2
C12475,34.387537,1,153.18,0.416667,11
