index,area_type,availability,size,total_sqft,bath,balcony,price
3535,Super built-up  Area,1,5,1700,3,2,75
3537,Super built-up  Area,0,3,1090,2,1,54.54
3540,Super built-up  Area,0,1,923,1,1,60.84
3541,Super built-up  Area,0,7,3595,6,2,360
3542,Super built-up  Area,1,3,1050,2,2,48
3543,Super built-up  Area,1,3,1495,2,2,79.5
3547,Super built-up  Area,1,5,1400,2,1,48
3549,Super built-up  Area,1,3,944,2,1,35
3551,Super built-up  Area,0,3,1216,2,1,66.48
3553,Super built-up  Area,1,5,1743,3,2,93.25
3554,Super built-up  Area,1,3,1274,2,2,48.42
3556,Super built-up  Area,1,5,1512,2,2,110
3559,Built-up  Area,1,5,1875,3,1,55
3565,Super built-up  Area,1,3,1151,2,1,43.1
3566,Plot  Area,1,4,832,3,1,77
3567,Super built-up  Area,1,3,915,2,1,38
3569,Super built-up  Area,0,3,1115,2,1,65.12
3570,Super built-up  Area,1,5,2072,4,2,139
3571,Super built-up  Area,1,3,1200,2,2,53
3572,Super built-up  Area,1,3,1300,2,2,65
3573,Super built-up  Area,1,3,1457,2,2,85
3574,Super built-up  Area,1,3,1262,2,2,55
3577,Built-up  Area,1,1,420,1,1,17
3582,Super built-up  Area,1,3,1127,2,1,68
3583,Super built-up  Area,0,5,1397,3,2,104
3587,Super built-up  Area,0,3,1230,2,1,76
3589,Super built-up  Area,0,3,858,2,1,31.57
3590,Super built-up  Area,0,5,1868,3,1,121
3591,Super built-up  Area,1,5,1689.28,3,2,91.2
3597,Super built-up  Area,1,5,1310,2,1,85
3600,Super built-up  Area,0,5,1397,3,3,108
3601,Super built-up  Area,0,3,1157,2,1,40
3603,Super built-up  Area,1,3,1157,2,1,42
3604,Super built-up  Area,1,3,1241,2,1,82
3605,Super built-up  Area,0,1,660,1,1,62
3606,Built-up  Area,1,7,4000,4,3,220
3607,Super built-up  Area,1,7,2340,4,1,148
3608,Built-up  Area,1,1,596,1,1,42
3610,Plot  Area,1,6,1200,4,3,110
3611,Super built-up  Area,1,5,1910,3,1,190
3612,Super built-up  Area,1,3,1139,2,2,80
3613,Super built-up  Area,1,7,3122,5,2,225
3615,Super built-up  Area,1,3,1168,2,2,64.08
3617,Built-up  Area,0,3,1340,2,2,75
3618,Built-up  Area,1,5,1405,2,2,70
3620,Built-up  Area,1,5,1750,3,3,149
3621,Super built-up  Area,1,5,1360,2,1,65
3623,Super built-up  Area,0,3,985,2,1,63
3625,Super built-up  Area,1,5,1850,3,2,150
3626,Super built-up  Area,1,5,1490,2,3,88
3627,Super built-up  Area,1,3,620,1,1,25
3629,Super built-up  Area,1,3,1080,2,2,55
3631,Super built-up  Area,1,5,1410,2,3,52.17
3633,Super built-up  Area,1,5,1290,2,1,94.5
3634,Super built-up  Area,0,5,1318,2,1,85.28
3635,Super built-up  Area,1,3,1128,2,1,68
3636,Plot  Area,1,6,4428,4,2,255
3637,Super built-up  Area,0,3,1051,2,2,56.74
3639,Plot  Area,1,6,2400,4,1,130
3640,Super built-up  Area,1,3,1327,2,3,85
3641,Super built-up  Area,1,7,2912,6,2,210
3642,Super built-up  Area,1,3,1301,2,2,55
3648,Built-up  Area,0,3,1000,2,1,28.88
3649,Super built-up  Area,0,3,984,2,1,45.91
3650,Super built-up  Area,0,5,1819.18,3,1,160
3652,Super built-up  Area,0,5,1355,3,1,83.87
3653,Super built-up  Area,1,5,2145,4,1,270
3654,Super built-up  Area,1,5,2475,4,3,300
3658,Super built-up  Area,0,3,1304,2,3,100
3659,Super built-up  Area,1,5,1615,3,2,58
3660,Super built-up  Area,1,3,1400,2,2,68
3661,Super built-up  Area,1,3,1070,2,2,47.5
3662,Super built-up  Area,0,5,3500,3,3,395
3663,Super built-up  Area,0,3,1132,2,1,89.37
3666,Super built-up  Area,1,1,794,1,2,65
3667,Super built-up  Area,1,3,1090,2,2,43.59
3668,Super built-up  Area,1,5,1500,3,2,70
3669,Super built-up  Area,1,5,2059,3,2,225
3670,Super built-up  Area,0,1,525,1,1,30
3671,Super built-up  Area,0,3,1447,2,1,75.97
3672,Super built-up  Area,0,3,1269,2,1,75
3674,Super built-up  Area,1,3,1070,2,2,37.45
3677,Super built-up  Area,1,3,1185,2,1,45.5
3680,Super built-up  Area,0,3,1015,2,2,25.88
3684,Super built-up  Area,1,3,902,2,2,42
3687,Super built-up  Area,0,3,1365,2,1,122
3688,Super built-up  Area,1,3,984,2,1,51
3691,Super built-up  Area,1,3,1300,2,2,79
3694,Super built-up  Area,1,3,1550,2,3,160
3697,Plot  Area,0,6,4025,5,3,800
3698,Super built-up  Area,1,5,1845,3,3,91
3699,Super built-up  Area,1,5,1676,3,3,52
3700,Super built-up  Area,0,3,1137,2,1,63
3701,Super built-up  Area,1,5,1360,2,1,70.5
3702,Super built-up  Area,1,5,1374,2,2,70
3709,Built-up  Area,1,5,1790,3,3,100
3712,Built-up  Area,1,3,1033,2,2,48
3714,Super built-up  Area,0,7,2940,6,2,280
3715,Super built-up  Area,1,3,1240,2,2,52.6
3717,Super built-up  Area,1,3,883,2,1,39
3718,Built-up  Area,0,5,1500,2,0,97
3719,Super built-up  Area,1,5,1730,3,3,139
3721,Super built-up  Area,1,5,1545,3,2,79
3726,Plot  Area,1,4,1200,3,1,120
3729,Super built-up  Area,1,5,1682,3,1,120
3730,Built-up  Area,1,5,1371,2,2,65
3733,Super built-up  Area,1,5,1730,3,1,120
3735,Super built-up  Area,1,5,1500,3,3,102
3738,Carpet  Area,1,3,1203,2,1,59.86
3740,Super built-up  Area,1,5,1600,3,2,76
3741,Built-up  Area,1,1,350,1,1,13.5
3742,Super built-up  Area,1,5,1665,3,1,53
3746,Super built-up  Area,1,5,1444,2,1,80
3748,Super built-up  Area,1,5,1521,3,1,94.71
3751,Super built-up  Area,1,5,2760,5,2,157
3752,Built-up  Area,1,3,1325,1,1,92
3756,Super built-up  Area,1,1,650,1,1,23
3759,Super built-up  Area,1,3,769,2,1,40
3760,Super built-up  Area,1,5,1571,3,2,105
3761,Super built-up  Area,1,5,1445,3,1,86.56
3762,Super built-up  Area,1,5,1590,2,2,135
3763,Super built-up  Area,1,3,902,2,2,49
3766,Built-up  Area,1,5,1712,3,3,82
3770,Super built-up  Area,1,5,1920,3,2,150
3773,Super built-up  Area,1,3,1089,2,2,45
3774,Built-up  Area,1,3,1106,2,1,43.09
3776,Super built-up  Area,1,3,1339,2,2,58
3777,Built-up  Area,0,1,923,1,1,45.69
3779,Super built-up  Area,1,3,1175,2,2,75
3780,Built-up  Area,1,3,975,2,1,55
3781,Super built-up  Area,1,5,2400,4,1,180
3782,Super built-up  Area,1,5,1330,3,2,72
3783,Super built-up  Area,0,3,1183,2,1,59.74
3786,Super built-up  Area,0,5,1255,2,1,77.68
3788,Built-up  Area,1,3,1100,2,2,50
3789,Super built-up  Area,0,3,1170,2,2,46.8
3791,Super built-up  Area,1,5,1530,3,3,51.77
3792,Built-up  Area,0,3,1420,2,2,107
3795,Super built-up  Area,0,5,1591,3,1,115
3796,Super built-up  Area,1,5,1680,3,2,120
3798,Super built-up  Area,0,3,1055,2,1,57.63
3799,Super built-up  Area,1,5,1918,3,2,129
3800,Super built-up  Area,0,3,1280,2,1,76
3801,Super built-up  Area,1,5,1560,3,3,66
3802,Super built-up  Area,1,3,1145,2,2,49.5
3803,Super built-up  Area,1,5,2106,3,2,126
3806,Super built-up  Area,1,3,1718,3,2,288
3807,Super built-up  Area,0,5,1306,3,2,54.65
3808,Super built-up  Area,0,3,1320,2,1,92
3811,Built-up  Area,1,7,3800,5,3,300
3812,Super built-up  Area,1,5,1344,2,1,42
3816,Super built-up  Area,1,3,1190,2,1,75
3817,Built-up  Area,1,3,1000,2,1,35
3818,Plot  Area,1,2,2400,2,1,160
3819,Super built-up  Area,1,3,1000,2,1,48.5
3820,Super built-up  Area,1,5,2113,3,2,155
3823,Super built-up  Area,1,7,1884,4,2,120
3824,Super built-up  Area,1,3,1110,2,1,40
3825,Super built-up  Area,1,3,1027,2,2,43
3829,Plot  Area,1,4,1200,3,2,165
3830,Super built-up  Area,0,1,703,1,1,52
3832,Super built-up  Area,1,3,1195,2,2,51
3833,Super built-up  Area,1,3,1302,2,1,69.1
3834,Super built-up  Area,0,5,1583,3,1,74.4
3835,Super built-up  Area,1,5,1488,2,3,60
3837,Super built-up  Area,0,5,1385,2,2,34.63
3839,Built-up  Area,0,5,1600,3,2,104
3840,Super built-up  Area,1,3,1150,2,1,90
3844,Super built-up  Area,0,3,1299,2,2,85
3846,Super built-up  Area,0,5,1282,2,2,52.43
3848,Super built-up  Area,1,3,861,2,1,35
3849,Built-up  Area,1,5,1600,3,2,95
3851,Super built-up  Area,1,5,1390,2,2,80
3856,Super built-up  Area,1,3,1195,2,2,44
3858,Super built-up  Area,1,3,1159,2,1,60
3859,Super built-up  Area,0,5,1386,3,1,57.46
3860,Super built-up  Area,1,3,1197,2,1,79
3861,Super built-up  Area,0,7,2690,4,3,191
3863,Super built-up  Area,0,5,1295,2,1,50.28
3865,Super built-up  Area,0,3,1132,2,1,79.28
3866,Built-up  Area,1,5,2350,3,2,400
3868,Super built-up  Area,0,5,1645,3,2,135
3871,Super built-up  Area,1,5,1937,3,2,140
3872,Super built-up  Area,1,3,1015,2,2,33.5
3874,Super built-up  Area,1,5,1350,2,2,80.99
3875,Super built-up  Area,0,5,1149,2,2,29
3879,Plot  Area,1,4,1500,3,1,87
3880,Super built-up  Area,1,5,1566,3,2,97
3883,Super built-up  Area,1,3,1290,2,1,49.02
3885,Super built-up  Area,1,5,1839,3,3,165
3887,Super built-up  Area,0,5,1400,2,2,40.43
3888,Super built-up  Area,1,3,550,1,1,15
3889,Super built-up  Area,1,3,1140,2,2,39
3890,Super built-up  Area,0,5,1210,3,0,57.76
3892,Built-up  Area,1,3,1100,2,1,46
3893,Built-up  Area,1,3,1200,2,2,55
3895,Super built-up  Area,0,7,2830,5,2,160
3896,Super built-up  Area,1,5,1315,2,2,74
3897,Super built-up  Area,1,3,1141,2,1,42.75
3898,Super built-up  Area,1,3,1080,2,2,55
3899,Super built-up  Area,1,3,1200,2,2,60
3900,Super built-up  Area,1,3,1111,2,2,41.88
3902,Super built-up  Area,1,3,1275,2,2,65
3905,Super built-up  Area,1,3,1135,2,3,43
3907,Super built-up  Area,1,5,1535,3,2,86
3908,Super built-up  Area,0,3,1392,2,1,130
3909,Super built-up  Area,1,3,1050,2,2,72
3910,Super built-up  Area,0,5,1513,3,1,103
3911,Super built-up  Area,1,5,1621,3,3,72
3912,Super built-up  Area,1,3,892,2,1,39
3913,Super built-up  Area,1,3,1205,2,1,40
3914,Super built-up  Area,0,5,1355,3,2,83.87
3918,Super built-up  Area,1,3,1400,2,2,168
3919,Super built-up  Area,0,3,726,2,1,35
3920,Plot  Area,1,4,1500,3,2,149
3923,Super built-up  Area,1,3,1170,2,2,46
3924,Super built-up  Area,1,3,1104,2,2,39
3925,Super built-up  Area,1,3,950,2,1,45
3926,Built-up  Area,1,6,4818,4,3,390
3927,Built-up  Area,1,5,1650,2,1,52
3928,Super built-up  Area,0,5,1559,3,2,127
3929,Built-up  Area,1,3,1100,2,1,38
3930,Super built-up  Area,1,5,1750,3,3,150
3931,Super built-up  Area,0,3,1215,2,1,45.5
3932,Super built-up  Area,0,5,1868,3,1,135
3934,Super built-up  Area,1,5,1570,3,3,64.5
3937,Super built-up  Area,0,3,1225,2,2,55
3940,Super built-up  Area,1,7,1896,3,1,125
3941,Super built-up  Area,0,1,605,1,1,40
3943,Super built-up  Area,1,3,900,2,2,32.5
3947,Built-up  Area,0,6,3369,6,0,143
3948,Super built-up  Area,1,7,3216,4,1,226
3951,Super built-up  Area,1,3,1092,2,2,44
3952,Super built-up  Area,1,3,1255,2,2,74
3953,Built-up  Area,1,5,1500,2,1,100
3954,Super built-up  Area,0,3,1296,2,2,72
3956,Built-up  Area,1,3,1023,2,2,42
3958,Super built-up  Area,0,3,1020,2,1,44.5
3959,Super built-up  Area,0,5,1530,3,2,77
3961,Built-up  Area,1,5,1605,2,3,85
3965,Built-up  Area,1,3,1140,2,2,65
3966,Super built-up  Area,1,5,1725,3,2,130
3967,Super built-up  Area,1,5,1075,2,1,50
3968,Super built-up  Area,1,5,1574,3,1,93.34
3970,Super built-up  Area,1,5,1550,3,2,83
3971,Super built-up  Area,1,3,1205,2,2,60
3972,Super built-up  Area,1,5,1082,2,1,55
3973,Super built-up  Area,1,5,1215,2,2,52.85
3974,Super built-up  Area,1,7,2483,5,2,230
3979,Super built-up  Area,1,5,1452,3,3,60.98
3980,Super built-up  Area,0,5,1329,2,2,41
3984,Super built-up  Area,1,5,1125,3,0,51.19
3985,Super built-up  Area,0,5,2600,3,2,195
3987,Built-up  Area,0,5,1220,3,1,35.23
3988,Super built-up  Area,1,3,1255,2,1,80
3989,Super built-up  Area,1,5,1904,3,3,155
3992,Super built-up  Area,1,5,2135,3,2,160
3997,Super built-up  Area,1,3,800,2,2,30
3999,Super built-up  Area,1,5,1500,3,3,70
4000,Super built-up  Area,1,5,1880,3,2,95
4001,Super built-up  Area,1,5,1440,2,2,55
4008,Super built-up  Area,0,3,1097,2,1,33.82
4009,Super built-up  Area,1,3,1070,2,1,50
4010,Super built-up  Area,1,3,1000,2,1,58
4013,Built-up  Area,1,5,1900,4,2,145
4015,Built-up  Area,1,3,937,2,1,44
4016,Built-up  Area,1,3,1075,2,1,60
4020,Super built-up  Area,1,3,936,2,2,43
4023,Super built-up  Area,1,3,1350,2,1,86
4024,Super built-up  Area,1,3,1325,2,1,70
4025,Super built-up  Area,0,3,1174,2,1,59
4026,Super built-up  Area,1,5,1890,3,2,162
4030,Built-up  Area,1,5,1653,3,2,120
4031,Super built-up  Area,1,5,1075,2,1,52
4032,Super built-up  Area,1,3,1212,3,1,42
4033,Built-up  Area,1,3,1100,2,1,50
4034,Super built-up  Area,1,7,3436,6,3,500
4038,Super built-up  Area,1,5,1532,3,2,83
4039,Plot  Area,1,4,2776,4,2,195
4040,Super built-up  Area,1,5,1531,2,0,75
4042,Super built-up  Area,0,3,1325,2,1,53
4044,Super built-up  Area,0,5,1156,2,2,44
4046,Super built-up  Area,1,3,1260,2,2,70
4047,Super built-up  Area,1,3,1934,2,0,90
4049,Super built-up  Area,1,5,1476,3,1,95
4050,Super built-up  Area,1,3,1185,2,1,85
4051,Super built-up  Area,1,5,1265,2,1,82
4059,Super built-up  Area,1,3,1195,2,1,70
4063,Super built-up  Area,1,3,1180,2,2,36.5
4064,Super built-up  Area,1,3,1050,2,1,49.87
4069,Built-up  Area,1,3,929,2,1,48
4070,Super built-up  Area,1,5,1252,3,3,61
4071,Built-up  Area,1,5,1485,3,2,115
4072,Super built-up  Area,1,5,1124,2,2,55
4075,Super built-up  Area,0,5,1482,2,3,97
4077,Super built-up  Area,1,5,1570,3,2,140
4079,Super built-up  Area,0,1,520,1,1,14.04
4080,Super built-up  Area,1,5,2000,3,2,160
4081,Super built-up  Area,1,3,1352,2,2,75
4082,Super built-up  Area,0,3,1152,2,1,65
4084,Super built-up  Area,1,5,1965,4,2,125
4085,Built-up  Area,1,5,1300,2,2,70
4088,Super built-up  Area,1,5,1740,3,3,60
4095,Built-up  Area,1,5,1788,3,2,90
4096,Super built-up  Area,0,3,1151,2,1,59
4097,Super built-up  Area,1,5,1300,2,2,60
4100,Super built-up  Area,0,5,1645,3,2,117
4102,Super built-up  Area,1,3,1175,2,2,82.5
4104,Built-up  Area,1,3,1150,2,0,70
4107,Super built-up  Area,0,3,1007,2,1,65
4110,Super built-up  Area,1,7,4000,4,3,220
4117,Super built-up  Area,1,3,1080,2,1,45
4118,Super built-up  Area,1,3,1070,2,1,60
4119,Super built-up  Area,1,5,1532,3,1,115
4120,Super built-up  Area,1,3,1040,2,2,42.12
4121,Plot  Area,1,4,3100,3,3,250
4122,Super built-up  Area,0,3,1076,2,0,48.905
4123,Super built-up  Area,1,5,1430,2,2,51.6
4128,Super built-up  Area,1,5,1827,3,3,100
4129,Super built-up  Area,1,3,1210,2,1,75
4130,Super built-up  Area,1,5,1500,3,3,95
4132,Super built-up  Area,0,3,1251,2,1,88.73
4133,Super built-up  Area,1,5,1600,2,2,115
4134,Super built-up  Area,0,3,1128,2,1,65.5
4135,Super built-up  Area,1,5,1820,3,2,93
4136,Super built-up  Area,1,5,2072,4,2,159
4137,Super built-up  Area,1,5,1510,2,3,59
4138,Super built-up  Area,1,5,1925,2,3,114
4139,Plot  Area,1,4,2651,2,2,225
4140,Super built-up  Area,1,5,2072,4,2,147
4141,Super built-up  Area,1,3,1000,2,2,36
4142,Plot  Area,1,4,1752,3,2,145
4143,Super built-up  Area,1,3,960,2,3,56
4144,Super built-up  Area,1,3,1180,2,2,63
4145,Built-up  Area,1,5,2270,3,1,180
4148,Super built-up  Area,1,5,1180,2,1,46
4151,Super built-up  Area,0,5,1300,3,2,69
4152,Super built-up  Area,1,5,1305,2,1,59
4153,Super built-up  Area,1,5,2006,4,2,196
4154,Super built-up  Area,1,3,1290,2,1,80
4155,Super built-up  Area,1,3,1170,2,3,45
4157,Super built-up  Area,1,3,1400,2,3,78
4158,Super built-up  Area,1,3,1200,2,2,75
4159,Built-up  Area,1,5,1155,2,0,60
4160,Built-up  Area,1,5,1725,3,2,85
4161,Super built-up  Area,0,3,700,2,1,40
4163,Super built-up  Area,0,3,1112,2,1,88
4165,Super built-up  Area,0,3,1274,2,1,81
4166,Super built-up  Area,1,3,915,2,1,32
4168,Super built-up  Area,1,1,760,1,2,21.28
4169,Built-up  Area,1,5,1540,3,2,68
4171,Super built-up  Area,1,5,1645,3,2,95
4174,Super built-up  Area,1,7,2342,3,2,115
4176,Super built-up  Area,1,3,1056,2,2,33
4179,Super built-up  Area,0,3,1161,2,2,36.69
4180,Super built-up  Area,1,3,1097,2,3,65
4181,Built-up  Area,1,3,850,2,2,35
4182,Super built-up  Area,1,5,1715,3,2,115
4184,Super built-up  Area,1,3,1200,2,1,59
4188,Super built-up  Area,1,5,1400,2,1,78
4189,Plot  Area,1,6,1500,4,3,200
4190,Carpet  Area,0,1,381,1,0,19.695
4192,Built-up  Area,1,5,1640,3,3,88
4193,Super built-up  Area,1,5,1700,3,2,125
4200,Super built-up  Area,1,3,1110,2,2,38.85
4201,Super built-up  Area,1,5,1627.86,3,2,88
4202,Built-up  Area,1,3,620,2,1,22
4203,Plot  Area,1,6,3004,4,2,285
4204,Super built-up  Area,0,3,1133,2,1,52
4205,Super built-up  Area,1,3,1182,2,2,82.5
4206,Super built-up  Area,1,5,1500,3,3,100
4208,Super built-up  Area,1,3,1200,2,2,58
4209,Super built-up  Area,1,3,1128,2,1,48.79
4212,Built-up  Area,1,3,1100,2,1,45
4213,Super built-up  Area,1,3,635,1,1,22
4215,Built-up  Area,1,5,1874,4,1,130
4217,Super built-up  Area,0,3,1171,2,2,75
4220,Super built-up  Area,1,5,1315,2,1,59.1
4221,Super built-up  Area,1,5,1760,3,2,110
4223,Super built-up  Area,1,5,1192,2,1,62
4224,Super built-up  Area,0,5,1645,3,2,121
4225,Super built-up  Area,1,3,1250,2,2,72
4226,Super built-up  Area,0,1,524,1,0,34.385
4229,Super built-up  Area,0,3,1369.1,2,1,104
4232,Super built-up  Area,0,5,1938,3,3,113
4234,Super built-up  Area,1,5,1636,3,2,85
4235,Super built-up  Area,1,5,1430,2,2,75
4237,Carpet  Area,0,5,993,2,2,50
4240,Super built-up  Area,1,3,1270,2,2,78
4243,Plot  Area,0,6,7500,4,2,900
4245,Super built-up  Area,1,3,1109,2,1,63
4246,Super built-up  Area,1,3,1280,2,1,49.75
4249,Plot  Area,1,4,1600,3,2,180
4251,Super built-up  Area,0,1,607,1,1,35
4257,Super built-up  Area,0,5,1418,3,2,52.47
4259,Built-up  Area,1,3,1125,2,1,65
4260,Super built-up  Area,1,5,1825,3,2,126
4261,Super built-up  Area,1,3,1320,2,3,79.5
4263,Super built-up  Area,1,5,1490,2,2,300
4265,Super built-up  Area,0,3,750,2,1,52.7
4266,Super built-up  Area,0,5,1400,2,2,80.54
4267,Super built-up  Area,1,7,4104,4,3,360
4272,Built-up  Area,1,3,965,2,2,48
4274,Super built-up  Area,1,3,1100,2,2,43
4275,Super built-up  Area,1,3,1180,2,2,41
4276,Super built-up  Area,1,3,1145,2,2,48
4280,Super built-up  Area,1,3,1015,2,2,58
4281,Plot  Area,0,4,2400,3,1,165
4282,Plot  Area,1,6,3000,4,3,306
4285,Super built-up  Area,0,3,1300,2,1,109
4286,Built-up  Area,1,3,1300,2,2,102
4287,Super built-up  Area,0,5,1512,3,1,123
4288,Carpet  Area,0,5,1053.4,3,1,88.91
4289,Super built-up  Area,1,1,540,1,0,41.745
4290,Super built-up  Area,1,3,1153,2,1,65
4292,Super built-up  Area,1,3,1255,2,2,69
4294,Super built-up  Area,1,5,1583,3,3,109
4295,Super built-up  Area,1,3,1505,2,2,90
4298,Super built-up  Area,1,5,1810,4,3,148
4300,Super built-up  Area,1,3,975,2,1,63
4302,Super built-up  Area,1,5,1530,2,1,97
4303,Super built-up  Area,1,5,1300,2,2,39
4305,Super built-up  Area,1,3,1308,2,1,83
4306,Super built-up  Area,1,3,1194,2,2,47
4309,Super built-up  Area,0,5,1592,3,1,91
4310,Super built-up  Area,0,3,1222,2,0,112
4311,Super built-up  Area,1,3,1267,2,2,42.85
4312,Super built-up  Area,1,1,656,1,1,53
4313,Plot  Area,1,6,3400,4,3,530
4316,Super built-up  Area,1,5,1698,3,2,102
4317,Built-up  Area,1,5,1500,3,2,70
4319,Super built-up  Area,0,3,1152,2,1,65.75
4321,Super built-up  Area,1,3,900,2,2,42
4323,Built-up  Area,1,5,1419,2,3,73
4326,Super built-up  Area,1,3,990,2,1,40
4328,Super built-up  Area,1,3,1100,2,0,39
4330,Super built-up  Area,1,3,1095,2,1,35
4332,Super built-up  Area,1,3,1444,2,2,70
4333,Super built-up  Area,1,3,1415,2,3,67
4335,Super built-up  Area,1,5,1600,3,3,72
4336,Super built-up  Area,1,3,1105,2,1,41.36
4337,Super built-up  Area,0,5,1225,3,0,45.03
4338,Super built-up  Area,1,5,2560,3,2,265
4341,Super built-up  Area,0,5,1856,3,2,135
4342,Super built-up  Area,1,5,1464,3,2,56
4344,Super built-up  Area,1,3,1150,2,2,77
4347,Super built-up  Area,1,5,1485,2,2,67
4348,Super built-up  Area,1,5,2500,3,3,75
4350,Super built-up  Area,0,3,1036,2,1,59.46
4351,Plot  Area,1,6,3445,5,3,270
4352,Super built-up  Area,1,3,1400,2,2,80
4354,Built-up  Area,1,3,1150,2,3,48
4355,Super built-up  Area,1,1,715,1,1,45
4358,Super built-up  Area,1,7,2283,4,2,130
4361,Built-up  Area,1,5,1400,2,1,85
4362,Super built-up  Area,1,5,1400,3,0,65
4363,Super built-up  Area,1,5,1700,3,1,140
4364,Super built-up  Area,0,5,1591,3,1,120
4365,Super built-up  Area,1,5,1515,2,1,79
4367,Super built-up  Area,0,3,975,2,1,24.86
4368,Super built-up  Area,1,5,1382,2,2,76.18
4370,Super built-up  Area,1,5,1533,3,2,150
4371,Super built-up  Area,0,5,3815,3,1,763
4373,Super built-up  Area,1,7,3730,6,2,450
4375,Super built-up  Area,1,5,1391,2,2,64.5
4376,Super built-up  Area,1,3,1160,2,2,42.92
4381,Super built-up  Area,1,5,1482,3,3,60.98
4382,Super built-up  Area,1,3,1405,2,2,84.5
4383,Built-up  Area,1,3,1190,2,2,40
4384,Super built-up  Area,1,3,1174,2,1,78
4386,Super built-up  Area,0,5,1411,3,1,93.04
4387,Super built-up  Area,1,3,745,2,0,50
4388,Super built-up  Area,1,3,1000,2,2,30
4389,Super built-up  Area,1,3,923,2,1,50
4390,Built-up  Area,1,3,1000,2,2,32
4391,Super built-up  Area,1,3,1276,2,2,45
4392,Built-up  Area,1,5,1460,3,2,70
4394,Super built-up  Area,1,1,833,1,1,49
4397,Super built-up  Area,0,3,1200,2,1,48
4398,Super built-up  Area,1,1,669,1,1,36.85
4401,Super built-up  Area,1,5,1790,3,2,105
4405,Super built-up  Area,1,5,1345,2,2,57
4408,Super built-up  Area,1,5,1385,2,2,76.18
4409,Super built-up  Area,1,3,1207,2,2,79.9
4410,Super built-up  Area,1,3,1140,2,3,55.5
4411,Built-up  Area,1,3,1220,2,2,68
4413,Super built-up  Area,1,7,3596,5,0,252
4414,Built-up  Area,1,5,1965,3,3,120
4415,Built-up  Area,1,5,1760,2,0,115
4416,Super built-up  Area,0,3,1225,2,1,70
4419,Super built-up  Area,1,5,1891,3,1,109
4420,Super built-up  Area,1,3,1322,2,2,86
4422,Built-up  Area,1,6,3600,4,0,260
4423,Super built-up  Area,1,3,1045,2,1,36.58
4424,Super built-up  Area,1,5,1545,3,3,85
4425,Super built-up  Area,1,5,1996,3,2,135
4426,Super built-up  Area,1,3,1125,2,2,70
4427,Super built-up  Area,0,5,1560,3,1,115
4429,Built-up  Area,1,7,3100,4,2,310
4430,Built-up  Area,1,3,780,2,1,35
4432,Super built-up  Area,1,5,2275,4,2,180
4433,Super built-up  Area,1,3,1350,2,2,41
4434,Super built-up  Area,1,5,1464,3,3,56
4435,Super built-up  Area,1,5,1570,3,3,64.5
4436,Super built-up  Area,1,1,708,1,0,28.32
4437,Super built-up  Area,1,5,1680,3,1,160
4438,Super built-up  Area,1,3,1400,2,1,82
4439,Super built-up  Area,1,3,1310,2,2,72
4441,Super built-up  Area,0,3,1175,2,1,57
4442,Built-up  Area,1,5,1428,2,1,80
4452,Super built-up  Area,0,5,1842,3,2,115
4453,Super built-up  Area,1,3,1146,2,3,55
4454,Super built-up  Area,0,1,440,1,1,28
4455,Super built-up  Area,1,3,1048,2,3,50
4456,Super built-up  Area,1,5,1801,3,1,115
4457,Super built-up  Area,0,3,1232,2,1,69.61
4458,Super built-up  Area,1,3,1150,2,2,90
4459,Super built-up  Area,0,5,1868,3,1,120
4460,Super built-up  Area,0,5,1445,2,2,47.1
4461,Super built-up  Area,1,5,1466,2,3,140
4463,Super built-up  Area,0,5,3860,3,2,402
4464,Super built-up  Area,1,3,1185,2,3,70
4472,Super built-up  Area,1,5,1760,3,2,123
4475,Super built-up  Area,1,3,1000,2,1,78
4476,Super built-up  Area,1,3,1215,2,2,90
4477,Super built-up  Area,1,5,1734,3,3,125
4479,Super built-up  Area,1,3,1113,2,1,55
4481,Built-up  Area,1,5,1240,3,2,41
4484,Super built-up  Area,0,3,896,2,1,30.13
4486,Super built-up  Area,1,3,1200,2,0,35
4488,Super built-up  Area,0,7,2790,4,3,198
4491,Built-up  Area,1,3,1500,2,2,30
4493,Super built-up  Area,1,3,1096,2,2,48
4497,Super built-up  Area,1,7,2725,5,0,191
4498,Super built-up  Area,0,7,2503,6,2,325
4500,Super built-up  Area,1,5,1550,3,2,74.5
4501,Super built-up  Area,1,5,1830,4,2,82
4502,Super built-up  Area,0,5,1746,3,3,84.95
4505,Super built-up  Area,0,1,645,1,1,16.45
4506,Super built-up  Area,1,5,1305,2,1,60
4507,Super built-up  Area,1,3,1207,2,2,62
4508,Built-up  Area,1,5,1678,3,2,125
4509,Super built-up  Area,1,3,950,2,1,50
4511,Super built-up  Area,0,3,1070,2,1,55
4512,Super built-up  Area,1,5,1732.46,3,2,92
4513,Super built-up  Area,1,5,1639,2,1,40.98
4514,Super built-up  Area,1,3,1360,2,1,103
4518,Super built-up  Area,1,5,1656,3,2,150
4519,Super built-up  Area,1,3,985,2,1,49
4521,Super built-up  Area,1,3,1050,2,1,75
4523,Super built-up  Area,1,5,1600,2,2,160
4524,Super built-up  Area,0,3,1253,2,1,52.66
4528,Super built-up  Area,1,5,1655,3,2,155
4530,Super built-up  Area,1,3,1418,2,2,78
4531,Super built-up  Area,1,3,1270,2,2,100
4532,Super built-up  Area,1,5,1410,2,3,52.17
